job-ID,prior,name,user,state,submit/start,at,queue,jclass,slots,ja-task-ID
------------------------------------------------------------------------------------------------------------------------------------------------
r,09/21/2026,11:31:45,gpu@node1r02.ecdf.ed.ac.uk,32
58788982,0.06127,QLOGIN,dzhiguno,r,09/21/2026,11:12:16,eddie@node1j24.ecdf.ed.ac.uk,32
58948163,0.05590,getLiftOve,rzhao4,r,09/22/2026,09:18:17,eddie@node1q03.ecdf.ed.ac.uk,10
58756769,0.05509,kv_runner1,s2630843,r,09/21/2026,03:56:53,gpu@node1p02.ecdf.ed.ac.uk,2
58948165,0.05507,mtan,s2520601,r,09/22/2026,09:18:32,gpu@node1p05.ecdf.ed.ac.uk,1
58938201,0.05496,QLOGIN,s2673716,r,09/22/2026,08:20:38,gpu@node1g07.ecdf.ed.ac.uk,4
58931761,0.05477,calvados_s,s2747831,r,09/22/2026,07:56:24,gpu@node1q08.ecdf.ed.ac.uk,1
58669744,0.05436,RSM_int_me,jricha3,r,09/21/2026,11:32:27,gpu@node1r03.ecdf.ed.ac.uk,32
58788447,0.05392,RSM_int_me,jricha3,r,09/21/2026,09:49:17,gpu@node1p01.ecdf.ed.ac.uk,32
58788506,0.05185,QLOGIN,crobert,r,09/21/2026,09:58:42,eddie@node1j15.ecdf.ed.ac.uk,1
58776521,0.05168,sim_8192_1,s2871218,r,09/21/2026,05:12:05,gpu@node1o17.ecdf.ed.ac.uk,1
58776809,0.05144,sim_8192_1,sbenavid,r,09/21/2026,05:12:05,gpu@node1q08.ecdf.ed.ac.uk,1
58788489,0.05130,Ti4O8-C12-,s1829244,r,09/21/2026,09:51:10,eddie@node1k14.ecdf.ed.ac.uk,2
58788362,0.04856,rRSS,crobert,r,09/21/2026,10:58:10,eddie@node1l06.ecdf.ed.ac.uk,20
58789060,0.04854,SimuPhyloE,gclarte,r,09/21/2026,13:09:53,eddie@node1s11.ecdf.ed.ac.uk,31
58790280,0.04688,ev_grl_gpu,s1904451,r,09/21/2026,12:57:11,gpu@node1p06.ecdf.ed.ac.uk,1
58776363,0.04208,kv_runner1,s2630843,r,09/21/2026,08:35:13,gpu@node1p01.ecdf.ed.ac.uk,2
58788491,0.04116,Ti4O8-C12-,s1829244,r,09/21/2026,09:52:26,eddie@node1n09.ecdf.ed.ac.uk,2
58893618,0.03877,Pan_1,s2745005,r,09/22/2026,04:48:09,eddie@node1q14.ecdf.ed.ac.uk,24
58790902,0.03866,perm-windo,v1malmar,r,09/22/2026,00:57:18,gpu@node1g07.ecdf.ed.ac.uk,8
58791057,0.03791,r_512_d_1d,sbenavid,r,09/22/2026,03:15:18,gpu@node1g06.ecdf.ed.ac.uk,1
58792829,0.03790,S0_0_vf_50,adixon3,r,09/22/2026,01:25:03,gpu@node1s04.ecdf.ed.ac.uk,1
58792868,0.03777,S0_0_vf_50,adixon3,r,09/22/2026,02:58:18,gpu@node1p07.ecdf.ed.ac.uk,1
58792888,0.03745,S0_0_vf_50,adixon3,r,09/22/2026,03:58:18,gpu@node1q07.ecdf.ed.ac.uk,1
58451374,0.02039,step7_gate,yhu5,r,09/22/2026,07:58:24,eddie@node1i16.ecdf.ed.ac.uk,8,1886
58451374,0.02039,step7_gate,yhu5,r,09/22/2026,13:55:17,eddie@node1r18.ecdf.ed.ac.uk,8,1980
58451374,0.02039,step7_gate,yhu5,r,09/22/2026,13:57:32,eddie@node1n04.ecdf.ed.ac.uk,8,1981
58451374,0.02038,step7_gate,yhu5,r,09/22/2026,07:46:39,eddie@node1l24.ecdf.ed.ac.uk,8,1883
58451374,0.02038,step7_gate,yhu5,r,09/22/2026,07:45:24,eddie@node1s16.ecdf.ed.ac.uk,8,1882
58451374,0.02038,step7_gate,yhu5,r,09/22/2026,07:49:09,eddie@node1s09.ecdf.ed.ac.uk,8,1884
58451374,0.02037,step7_gate,yhu5,r,09/22/2026,07:42:54,eddie@node1l21.ecdf.ed.ac.uk,8,1881
58451374,0.02037,step7_gate,yhu5,r,09/22/2026,13:41:26,eddie@node1o11.ecdf.ed.ac.uk,8,1978
58451374,0.02037,step7_gate,yhu5,r,09/22/2026,13:42:11,eddie@node1h12.ecdf.ed.ac.uk,8,1979
58451374,0.02036,step7_gate,yhu5,r,09/22/2026,07:37:39,eddie@node1r20.ecdf.ed.ac.uk,8,1880
58451374,0.02036,step7_gate,yhu5,r,09/22/2026,07:36:09,eddie@node1s19.ecdf.ed.ac.uk,8,1879
58451374,0.02036,step7_gate,yhu5,r,09/22/2026,07:33:54,eddie@node1f10.ecdf.ed.ac.uk,8,1878
58451374,0.02035,step7_gate,yhu5,r,09/22/2026,07:30:24,eddie@node1s16.ecdf.ed.ac.uk,8,1877
58451374,0.02035,step7_gate,yhu5,r,09/22/2026,07:26:39,eddie@node1o05.ecdf.ed.ac.uk,8,1875
58451374,0.02035,step7_gate,yhu5,r,09/22/2026,07:29:54,eddie@node1l19.ecdf.ed.ac.uk,8,1876
58451374,0.02034,step7_gate,yhu5,r,09/22/2026,07:22:39,eddie@node1r15.ecdf.ed.ac.uk,8,1874
58451374,0.02033,step7_gate,yhu5,r,09/22/2026,07:15:39,eddie@node1f12.ecdf.ed.ac.uk,8,1871
58451374,0.02033,step7_gate,yhu5,r,09/22/2026,13:21:21,eddie@node1o10.ecdf.ed.ac.uk,8,1977
58451374,0.02033,step7_gate,yhu5,r,09/22/2026,07:16:39,eddie@node1l23.ecdf.ed.ac.uk,8,1872
58451374,0.02032,step7_gate,yhu5,r,09/22/2026,07:06:39,eddie@node1o07.ecdf.ed.ac.uk,8,1870
58451374,0.02031,step7_gate,yhu5,r,09/22/2026,07:00:09,eddie@node1f12.ecdf.ed.ac.uk,8,1868
58451374,0.02031,step7_gate,yhu5,r,09/22/2026,07:00:09,eddie@node1r19.ecdf.ed.ac.uk,8,1869
58451374,0.02031,step7_gate,yhu5,r,09/22/2026,13:06:47,eddie@node1l28.ecdf.ed.ac.uk,8,1976
58451374,0.02031,step7_gate,yhu5,r,09/22/2026,06:58:54,eddie@node1i07.ecdf.ed.ac.uk,8,1866
58451374,0.02031,step7_gate,yhu5,r,09/22/2026,06:58:54,eddie@node1f07.ecdf.ed.ac.uk,8,1867
58451374,0.02030,step7_gate,yhu5,r,09/22/2026,06:55:24,eddie@node1p08.ecdf.ed.ac.uk,8,1865
58451374,0.02030,step7_gate,yhu5,r,09/22/2026,06:54:39,eddie@node1p08.ecdf.ed.ac.uk,8,1864
58451374,0.02030,step7_gate,yhu5,r,09/22/2026,06:53:24,eddie@node1i06.ecdf.ed.ac.uk,8,1863
58451374,0.02030,step7_gate,yhu5,r,09/22/2026,06:49:24,eddie@node1f08.ecdf.ed.ac.uk,8,1862
58451374,0.02029,step7_gate,yhu5,r,09/22/2026,12:57:48,eddie@node1i07.ecdf.ed.ac.uk,8,1975
58451374,0.02029,step7_gate,yhu5,r,09/22/2026,12:53:05,eddie@node1h10.ecdf.ed.ac.uk,8,1973
58451374,0.02028,step7_gate,yhu5,r,09/22/2026,06:38:09,eddie@node1i15.ecdf.ed.ac.uk,8,1860
58451374,0.02028,step7_gate,yhu5,r,09/22/2026,06:37:54,eddie@node1r08.ecdf.ed.ac.uk,8,1859
58451374,0.02028,step7_gate,yhu5,r,09/22/2026,06:36:54,eddie@node1l22.ecdf.ed.ac.uk,8,1858
58451374,0.02027,step7_gate,yhu5,r,09/22/2026,12:39:05,eddie@node1l21.ecdf.ed.ac.uk,8,1971
58451374,0.02027,step7_gate,yhu5,r,09/22/2026,12:39:35,eddie@node1h15.ecdf.ed.ac.uk,8,1972
58451374,0.02026,step7_gate,yhu5,r,09/22/2026,12:54:20,eddie@node1i03.ecdf.ed.ac.uk,8,1974
58451374,0.02026,step7_gate,yhu5,r,09/22/2026,12:34:52,eddie@node1f10.ecdf.ed.ac.uk,8,1970
58451374,0.02025,step7_gate,yhu5,r,09/22/2026,12:25:48,eddie@node1r14.ecdf.ed.ac.uk,8,1969
58451374,0.02025,step7_gate,yhu5,r,09/22/2026,06:15:24,eddie@node1h11.ecdf.ed.ac.uk,8,1857
58451374,0.02023,step7_gate,yhu5,r,09/22/2026,06:06:54,eddie@node1f13.ecdf.ed.ac.uk,8,1856
58451374,0.02023,step7_gate,yhu5,r,09/22/2026,06:05:24,eddie@node1f16.ecdf.ed.ac.uk,8,1855
58451374,0.02023,step7_gate,yhu5,r,09/22/2026,06:04:39,eddie@node1l24.ecdf.ed.ac.uk,8,1854
58451374,0.02023,step7_gate,yhu5,r,09/22/2026,12:11:48,eddie@node1m15.ecdf.ed.ac.uk,8,1968
58451374,0.02023,step7_gate,yhu5,r,09/22/2026,12:10:18,eddie@node1l23.ecdf.ed.ac.uk,8,1967
58451374,0.02023,step7_gate,yhu5,r,09/22/2026,12:09:48,eddie@node1f07.ecdf.ed.ac.uk,8,1966
58451374,0.02022,step7_gate,yhu5,r,09/22/2026,05:59:24,eddie@node1o09.ecdf.ed.ac.uk,8,1853
58451374,0.02022,step7_gate,yhu5,r,09/22/2026,12:06:53,eddie@node1r16.ecdf.ed.ac.uk,8,1965
58451374,0.02022,step7_gate,yhu5,r,09/22/2026,05:56:09,eddie@node1l21.ecdf.ed.ac.uk,8,1851
58451374,0.02022,step7_gate,yhu5,r,09/22/2026,05:56:09,eddie@node1o12.ecdf.ed.ac.uk,8,1852
58451374,0.02021,step7_gate,yhu5,r,09/22/2026,12:02:02,eddie@node1j25.ecdf.ed.ac.uk,8,1964
58451374,0.02021,step7_gate,yhu5,r,09/22/2026,12:00:43,eddie@node1o06.ecdf.ed.ac.uk,8,1963
58789124,0.02021,SimuPhyloE,gclarte,r,09/22/2026,08:05:09,eddie@node1k18.ecdf.ed.ac.uk,31
58451374,0.02021,step7_gate,yhu5,r,09/22/2026,05:51:09,eddie@node1h22.ecdf.ed.ac.uk,8,1850
58451374,0.02020,step7_gate,yhu5,r,09/22/2026,05:46:39,eddie@node1s12.ecdf.ed.ac.uk,8,1849
58451374,0.02020,step7_gate,yhu5,r,09/22/2026,05:45:09,eddie@node1l21.ecdf.ed.ac.uk,8,1848
58451374,0.02020,step7_gate,yhu5,r,09/22/2026,05:44:54,eddie@node1l24.ecdf.ed.ac.uk,8,1847
58451374,0.02020,step7_gate,yhu5,r,09/22/2026,05:44:24,eddie@node1j27.ecdf.ed.ac.uk,8,1846
58451374,0.02020,step7_gate,yhu5,r,09/22/2026,11:49:47,eddie@node1f16.ecdf.ed.ac.uk,8,1961
58451374,0.02020,step7_gate,yhu5,r,09/22/2026,11:49:47,eddie@node1r18.ecdf.ed.ac.uk,8,1962
58451374,0.02019,step7_gate,yhu5,r,09/22/2026,11:42:47,eddie@node1l22.ecdf.ed.ac.uk,8,1960
58451374,0.02019,step7_gate,yhu5,r,09/22/2026,11:41:44,eddie@node1h06.ecdf.ed.ac.uk,8,1959
58451374,0.02018,step7_gate,yhu5,r,09/22/2026,11:39:29,eddie@node1o04.ecdf.ed.ac.uk,8,1958
58451374,0.02018,step7_gate,yhu5,r,09/22/2026,05:34:09,eddie@node1l24.ecdf.ed.ac.uk,8,1841
58451374,0.02018,step7_gate,yhu5,r,09/22/2026,05:34:09,eddie@node1o06.ecdf.ed.ac.uk,8,1842
58451374,0.02018,step7_gate,yhu5,r,09/22/2026,11:38:44,eddie@node1j28.ecdf.ed.ac.uk,8,1956
58451374,0.02018,step7_gate,yhu5,r,09/22/2026,11:38:59,eddie@node1f09.ecdf.ed.ac.uk,8,1957
58451374,0.02018,step7_gate,yhu5,r,09/22/2026,05:31:24,eddie@node1r14.ecdf.ed.ac.uk,8,1839
58451374,0.02018,step7_gate,yhu5,r,09/22/2026,11:37:44,eddie@node1n10.ecdf.ed.ac.uk,8,1955
58451374,0.02018,step7_gate,yhu5,r,09/22/2026,05:31:39,eddie@node1o06.ecdf.ed.ac.uk,8,1840
58451374,0.02018,step7_gate,yhu5,r,09/22/2026,05:35:09,eddie@node1l26.ecdf.ed.ac.uk,8,1843
58451374,0.02018,step7_gate,yhu5,r,09/22/2026,11:36:29,eddie@node1r09.ecdf.ed.ac.uk,8,1954
58451374,0.02018,step7_gate,yhu5,r,09/22/2026,11:35:29,eddie@node1h14.ecdf.ed.ac.uk,8,1953
58451374,0.02017,step7_gate,yhu5,r,09/22/2026,11:33:44,eddie@node1o03.ecdf.ed.ac.uk,8,1952
58451374,0.02017,step7_gate,yhu5,r,09/22/2026,05:23:54,eddie@node1s14.ecdf.ed.ac.uk,8,1837
58451374,0.02017,step7_gate,yhu5,r,09/22/2026,11:31:44,eddie@node1i02.ecdf.ed.ac.uk,8,1951
58451374,0.02017,step7_gate,yhu5,r,09/22/2026,05:28:09,eddie@node1m14.ecdf.ed.ac.uk,8,1838
58451374,0.02016,step7_gate,yhu5,r,09/22/2026,11:29:05,eddie@node1s19.ecdf.ed.ac.uk,8,1950
58451374,0.02016,step7_gate,yhu5,r,09/22/2026,11:22:50,eddie@node1o08.ecdf.ed.ac.uk,8,1949
58451374,0.02015,step7_gate,yhu5,r,09/22/2026,05:10:39,eddie@node1r12.ecdf.ed.ac.uk,8,1836
58451374,0.02015,step7_gate,yhu5,r,09/22/2026,11:19:05,eddie@node1o09.ecdf.ed.ac.uk,8,1948
58451374,0.02015,step7_gate,yhu5,r,09/22/2026,05:07:54,eddie@node1r15.ecdf.ed.ac.uk,8,1833
58451374,0.02015,step7_gate,yhu5,r,09/22/2026,05:07:54,eddie@node1o08.ecdf.ed.ac.uk,8,1834
58451374,0.02014,step7_gate,yhu5,r,09/22/2026,05:08:54,eddie@node1p08.ecdf.ed.ac.uk,8,1835
58451374,0.02014,step7_gate,yhu5,r,09/22/2026,11:09:34,eddie@node1i15.ecdf.ed.ac.uk,8,1946
58451374,0.02014,step7_gate,yhu5,r,09/22/2026,11:09:34,eddie@node1h22.ecdf.ed.ac.uk,8,1947
58451374,0.02013,step7_gate,yhu5,r,09/22/2026,11:05:11,eddie@node1i06.ecdf.ed.ac.uk,8,1945
58451374,0.02013,step7_gate,yhu5,r,09/22/2026,11:03:47,eddie@node1l21.ecdf.ed.ac.uk,8,1944
58451374,0.02012,step7_gate,yhu5,r,09/22/2026,10:56:42,eddie@node1o04.ecdf.ed.ac.uk,8,1943
58451374,0.02012,step7_gate,yhu5,r,09/22/2026,04:52:09,eddie@node1i14.ecdf.ed.ac.uk,8,1832
58451374,0.02011,step7_gate,yhu5,r,09/22/2026,10:53:09,eddie@node1o05.ecdf.ed.ac.uk,8,1942
58451374,0.02011,step7_gate,yhu5,r,09/22/2026,10:50:39,eddie@node1o06.ecdf.ed.ac.uk,8,1941
58451374,0.02011,step7_gate,yhu5,r,09/22/2026,04:39:39,eddie@node1o08.ecdf.ed.ac.uk,8,1829
58451374,0.02011,step7_gate,yhu5,r,09/22/2026,10:47:50,eddie@node1m16.ecdf.ed.ac.uk,8,1940
58451374,0.02010,step7_gate,yhu5,r,09/22/2026,04:36:54,eddie@node1o04.ecdf.ed.ac.uk,8,1828
58451374,0.02010,step7_gate,yhu5,r,09/22/2026,10:44:11,eddie@node1i03.ecdf.ed.ac.uk,8,1939
58451374,0.02010,step7_gate,yhu5,r,09/22/2026,04:33:48,eddie@node1h06.ecdf.ed.ac.uk,8,1827
58451374,0.02009,step7_gate,yhu5,r,09/22/2026,10:36:31,eddie@node1s20.ecdf.ed.ac.uk,8,1938
58451374,0.02008,step7_gate,yhu5,r,09/22/2026,04:26:18,eddie@node1i16.ecdf.ed.ac.uk,8,1826
58451374,0.02008,step7_gate,yhu5,r,09/22/2026,04:17:48,eddie@node1o05.ecdf.ed.ac.uk,8,1822
58451374,0.02008,step7_gate,yhu5,r,09/22/2026,10:26:17,eddie@node1f10.ecdf.ed.ac.uk,8,1937
58451374,0.02007,step7_gate,yhu5,r,09/22/2026,04:12:03,eddie@node1l26.ecdf.ed.ac.uk,8,1820
58451374,0.02007,step7_gate,yhu5,r,09/22/2026,04:11:48,eddie@node1r16.ecdf.ed.ac.uk,8,1819
58451374,0.02007,step7_gate,yhu5,r,09/22/2026,10:19:37,eddie@node1h13.ecdf.ed.ac.uk,8,1936
58451374,0.02006,step7_gate,yhu5,r,09/22/2026,10:16:17,eddie@node1f12.ecdf.ed.ac.uk,8,1934
58451374,0.02006,step7_gate,yhu5,r,09/22/2026,10:16:17,eddie@node1r14.ecdf.ed.ac.uk,8,1935
58451374,0.02006,step7_gate,yhu5,r,09/22/2026,04:06:33,eddie@node1f13.ecdf.ed.ac.uk,8,1817
58451374,0.02006,step7_gate,yhu5,r,09/22/2026,10:15:17,eddie@node1f08.ecdf.ed.ac.uk,8,1933
58451374,0.02006,step7_gate,yhu5,r,09/22/2026,10:13:17,eddie@node1j26.ecdf.ed.ac.uk,8,1932
58451374,0.02005,step7_gate,yhu5,r,09/22/2026,10:07:27,eddie@node1l26.ecdf.ed.ac.uk,8,1931
58451374,0.02005,step7_gate,yhu5,r,09/22/2026,10:06:42,eddie@node1r06.ecdf.ed.ac.uk,8,1930
58451374,0.02004,step7_gate,yhu5,r,09/22/2026,03:53:03,eddie@node1n06.ecdf.ed.ac.uk,8,1814
58451374,0.02004,step7_gate,yhu5,r,09/22/2026,10:01:12,eddie@node1o07.ecdf.ed.ac.uk,8,1929
58451374,0.02004,step7_gate,yhu5,r,09/22/2026,09:59:27,eddie@node1m14.ecdf.ed.ac.uk,8,1928
58451374,0.02004,step7_gate,yhu5,r,09/22/2026,03:50:18,eddie@node1h23.ecdf.ed.ac.uk,8,1813
58451374,0.02004,step7_gate,yhu5,r,09/22/2026,09:58:27,eddie@node1l06.ecdf.ed.ac.uk,8,1927
58451374,0.02002,step7_gate,yhu5,r,09/22/2026,09:48:49,eddie@node1l22.ecdf.ed.ac.uk,8,1926
58451374,0.02002,step7_gate,yhu5,r,09/22/2026,03:43:18,eddie@node1f16.ecdf.ed.ac.uk,8,1810
58451374,0.02002,step7_gate,yhu5,r,09/22/2026,03:43:18,eddie@node1r14.ecdf.ed.ac.uk,8,1811
58451374,0.02001,step7_gate,yhu5,r,09/22/2026,09:43:32,eddie@node1o05.ecdf.ed.ac.uk,8,1925
58451374,0.02001,step7_gate,yhu5,r,09/22/2026,09:41:47,eddie@node1r15.ecdf.ed.ac.uk,8,1924
